gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT06_2755035,complete,,LFL2,2023,Spring,0,2023-01-10 19:20:51,1,13.01,8,Red,mid,Moutarde,oe:player:0bd4c36c88d63f30cbd156b50464590,Akroma,oe:team:e05fc2a9f99e906ea564a672d75f839,Yone,Zeri,Nami,Caitlyn,Fiora,Heimerdinger,1980,0,1,5,3,7,20,0,0,0,0,0,0,0,0,0.2121,0.8182,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,12462,377.6364,0.258591,657.5758,707.6061,12,0.3636,7,0.2121,4,34,1.0303,11026,6711,203.3636,0.209601,10850,,255,239,16,,,7.7273,3028,4509,83,3437,4841,98,-409,-332,-15,0,0,0,0,0,0,5213,7363,137,5246,7209,150,-33,154,-13,1,1,0,0,0,1
ESPORTSTMNT06_2755035,complete,,LFL2,2023,Spring,0,2023-01-10 19:20:51,1,13.01,9,Red,bot,Bibou,oe:player:46ce91a03ba1ed7fea4e271c5f1721d,Akroma,oe:team:e05fc2a9f99e906ea564a672d75f839,Jhin,Zeri,Nami,Caitlyn,Fiora,Heimerdinger,1980,0,3,2,1,7,20,0,0,0,0,0,0,0,0,0.2121,0.8182,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,11000,333.3333,0.228254,287.4545,151.9697,15,0.4545,5,0.1515,6,43,1.3030,12165,7850,237.8788,0.245173,12200,,282,278,4,,,8.5455,3118,3152,82,3045,2877,80,73,275,2,0,0,0,0,0,0,4839,4952,115,4892,5625,135,-53,-673,-20,1,1,0,0,0,0
ESPORTSTMNT06_2755035,complete,,LFL2,2023,Spring,0,2023-01-10 19:20:51,1,13.01,10,Red,sup,Benaset,oe:player:e52cd39655258ab5bd6cff89b32ea07,Akroma,oe:team:e05fc2a9f99e906ea564a672d75f839,Karma,Zeri,Nami,Caitlyn,Fiora,Heimerdinger,1980,0,1,4,2,7,20,0,0,0,0,0,0,0,0,0.2121,0.8182,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,9631,291.8485,0.199846,372.8182,263.1212,51,1.5455,11,0.3333,14,101,3.0606,7471,3156,95.6364,0.0985727,7100,,22,22,0,,,0.6667,2242,2532,5,2090,2369,15,152,163,-10,0,0,0,0,0,0,3349,3368,7,3104,3260,19,245,108,-12,0,1,1,0,1,0
ESPORTSTMNT06_2755035,complete,,LFL2,2023,Spring,0,2023-01-10 19:20:51,1,13.01,100,Blue,team,,,Team du Sud,oe:team:1dc6411295a36bd29c29b1096ba859d,,Zac,Sylas,Sejuani,Jarvan IV,Ornn,1980,1,20,7,48,20,7,2,2,0,0,0,,,,0.6061,0.8182,0,4,1,4,1,1,0,0,0,0,3,,0,0,0,0,2,0,0,1,0,7,4,1,0,3,6,1,0,64962,1968.5455,,2451.6061,2418.3333,106,3.2121,50,1.5152,42,292,8.8485,60938,39364,1192.8485,,51975,-0.0185847,,876,231,,,33.5455,14794,17060,326,15795,18808,304,-1001,-1748,22,1,0,2,2,2,1,22945,27423,510,24846,28186,452,-1901,-763,58,2,1,4,4,6,2
ESPORTSTMNT06_2755035,complete,,LFL2,2023,Spring,0,2023-01-10 19:20:51,1,13.01,200,Red,team,,,Akroma,oe:team:e05fc2a9f99e906ea564a672d75f839,,Zeri,Nami,Caitlyn,Fiora,Heimerdinger,1980,0,7,20,10,7,20,0,0,0,0,1,,,,0.2121,0.8182,1,1,4,1,4,0,0,0,0,1,0,,0,0,1,2,0,1,1,0,1,4,7,0,1,6,3,0,1,48192,1460.3636,,2747.3939,2584.5758,103,3.1212,44,1.3333,46,259,7.8485,53593,32019,970.2727,,52950,0.0185847,,800,171,,,29.4242,15795,18808,304,14794,17060,326,1001,1748,-22,2,2,1,1,0,2,24846,28186,452,22945,27423,510,1901,763,-58,4,6,2,2,1,4
ESPORTSTMNT06_2754033,complete,,LFL2,2023,Spring,0,2023-01-10 20:18:41,1,13.01,1,Blue,top,Deimos,oe:player:c722408a339132fbd6c940cf10325fd,Atletec,oe:team:e0ec1fed6e0949a0aef5f506ccb76ce,Sejuani,Zilean,Rek'Sai,Riven,Senna,Kalista,1887,0,0,3,2,6,14,0,0,0,0,0,0,0,0,0.1908,0.6359,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,10369,329.6979,0.191848,699.3641,801.3037,12,0.3816,2,0.0636,4,21,0.6677,8927,4802,152.6868,0.183087,9000,,206,206,0,,,6.5501,2925,4574,71,3181,4830,77,-256,-256,-6,0,0,0,0,0,0,4667,7594,123,5172,7444,123,-505,150,0,0,0,0,0,0,0
ESPORTSTMNT06_2754033,complete,,LFL2,2023,Spring,0,2023-01-10 20:18:41,1,13.01,2,Blue,jng,eaRyz,oe:player:a0cff4167fb5c141dd41760bcf18b6d,Atletec,oe:team:e0ec1fed6e0949a0aef5f506ccb76ce,Vi,Zilean,Rek'Sai,Riven,Senna,Kalista,1887,0,2,2,4,6,14,0,0,0,0,0,0,0,0,0.1908,0.6359,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,0,8642,274.7854,0.159895,543.4658,920.4769,12,0.3816,8,0.2544,13,46,1.4626,8661,4536,144.2289,0.172945,8375,,135,20,115,,,4.2925,3054,3458,64,2976,2963,56,78,495,8,0,0,0,0,1,0,4681,5032,87,3968,4500,74,713,532,13,1,2,0,0,1,1
ESPORTSTMNT06_2754033,complete,,LFL2,2023,Spring,0,2023-01-10 20:18:41,1,13.01,3,Blue,mid,Artoria,oe:player:6a7d0d4d1d220434081caec2f1a5544,Atletec,oe:team:e0ec1fed6e0949a0aef5f506ccb76ce,Akali,Zilean,Rek'Sai,Riven,Senna,Kalista,1887,0,2,4,1,6,14,0,0,0,0,0,0,0,0,0.1908,0.6359,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,11768,374.1812,0.217732,736.4706,432.1145,9,0.2862,6,0.1908,7,29,0.9221,10277,6152,195.6121,0.234559,9910,,253,249,4,,,8.0445,3117,4491,86,3095,4790,86,22,-299,0,0,0,0,0,0,0,5203,7113,134,4983,7492,128,220,-379,6,1,1,1,1,0,0
ESPORTSTMNT06_2754033,complete,,LFL2,2023,Spring,0,2023-01-10 20:18:41,1,13.01,4,Blue,bot,Rift,oe:player:1d202482a9e41722b2ec870f2e3b826,Atletec,oe:team:e0ec1fed6e0949a0aef5f506ccb76ce,Twitch,Zilean,Rek'Sai,Riven,Senna,Kalista,1887,0,2,3,3,6,14,0,0,0,0,0,0,0,1,0.1908,0.6359,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,17986,571.8919,0.332778,471.2560,284.5469,2,0.0636,6,0.1908,0,12,0.3816,12754,8629,274.3720,0.329002,12400,,325,285,40,,,10.3339,3246,3274,87,3504,3180,87,-258,94,0,0,0,1,1,0,0,5394,5493,137,5392,5391,139,2,102,-2,1,1,1,1,1,2
ESPORTSTMNT06_2754033,complete,,LFL2,2023,Spring,0,2023-01-10 20:18:41,1,13.01,5,Blue,sup,Myrtus,oe:player:17c5e8bd59f3ea8c9d902da8d9f52b5,Atletec,oe:team:e0ec1fed6e0949a0aef5f506ccb76ce,Lulu,Zilean,Rek'Sai,Riven,Senna,Kalista,1887,0,0,2,4,6,14,0,0,0,0,0,0,0,0,0.1908,0.6359,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,5283,167.9809,0.0977464,288.9984,137.2655,37,1.1765,10,0.3180,10,80,2.5437,6234,2109,67.0588,0.0804084,6000,,13,13,0,,,0.4134,2047,2640,2,2130,2437,16,-83,203,-14,0,0,0,0,1,0,3182,4144,6,3108,3769,20,74,375,-14,0,2,0,0,2,0
ESPORTSTMNT06_2754033,complete,,LFL2,2023,Spring,0,2023-01-10 20:18:41,1,13.01,6,Red,top,SLEYER,oe:player:608948b1e78d744bcc11631f6d1d98b,Joblife,oe:team:7380b73561abdd86c2391e9481acd4b,Fiora,Nami,Syndra,Yuumi,Renata Glasc,Caitlyn,1887,1,6,0,3,14,7,1,0,0,0,0,0,0,0,0.4452,0.6359,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,20810,661.6852,0.311205,685.5326,767.8219,7,0.2226,12,0.3816,3,38,1.2083,15224,11099,352.9094,0.298892,13575,,301,253,48,,,9.5707,3181,4830,77,2925,4574,71,256,256,6,0,0,0,0,0,0,5172,7444,123,4667,7594,123,505,-150,0,0,0,0,0,0,0
ESPORTSTMNT06_2754033,complete,,LFL2,2023,Spring,0,2023-01-10 20:18:41,1,13.01,7,Red,jng,Roi DEMON,oe:player:d1697518f96dbb2a7693adf7eb3d65c,Joblife,oe:team:7380b73561abdd86c2391e9481acd4b,Zac,Nami,Syndra,Yuumi,Renata Glasc,Caitlyn,1887,1,3,2,6,14,7,1,0,0,0,1,0,1,0,0.4452,0.6359,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,9816,312.1145,0.146794,1016.3116,1181.3990,8,0.2544,6,0.1908,7,39,1.2401,10311,6186,196.6932,0.166586,8575,,160,25,135,,,5.0874,2976,2963,56,3054,3458,64,-78,-495,-8,0,1,0,0,0,0,3968,4500,74,4681,5032,87,-713,-532,-13,0,1,1,1,2,0
ESPORTSTMNT06_2754033,complete,,LFL2,2023,Spring,0,2023-01-10 20:18:41,1,13.01,8,Red,mid,Godzilla,oe:player:f2e3e25e63be9acbb82c1e0ba8eabae,Joblife,oe:team:7380b73561abdd86c2391e9481acd4b,Veigar,Nami,Syndra,Yuumi,Renata Glasc,Caitlyn,1887,1,3,1,6,14,7,0,0,0,0,0,0,0,0,0.4452,0.6359,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,13863,440.7949,0.207316,284.3243,175.6757,18,0.5723,1,0.0318,8,50,1.5898,12617,8492,270.0159,0.228686,11550,,250,250,0,,,7.9491,3095,4790,86,3117,4491,86,-22,299,0,0,0,0,0,0,0,4983,7492,128,5203,7113,134,-220,379,-6,1,0,0,1,1,1
ESPORTSTMNT06_2754033,complete,,LFL2,2023,Spring,0,2023-01-10 20:18:41,1,13.01,9,Red,bot,Koba,oe:player:de88273be33773a315bd903f2c7d624,Joblife,oe:team:7380b73561abdd86c2391e9481acd4b,Varus,Nami,Syndra,Yuumi,Renata Glasc,Caitlyn,1887,1,2,3,9,14,7,0,0,0,0,1,1,0,0,0.4452,0.6359,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,18588,591.0334,0.277976,465.6280,246.9952,10,0.3180,4,0.1272,2,30,0.9539,12094,7969,253.3863,0.214601,11645,,255,232,23,,,8.1081,3504,3180,87,3246,3274,87,258,-94,0,1,0,0,0,0,1,5392,5391,139,5394,5493,137,-2,-102,2,1,1,2,1,1,1
ESPORTSTMNT06_2754033,complete,,LFL2,2023,Spring,0,2023-01-10 20:18:41,1,13.01,10,Red,sup,Sorya,oe:player:04122a0a41a45380cadbe32cc9ca826,Joblife,oe:team:7380b73561abdd86c2391e9481acd4b,Taric,Nami,Syndra,Yuumi,Renata Glasc,Caitlyn,1887,1,0,1,12,14,7,0,0,0,0,1,0,1,0,0.4452,0.6359,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,3792,120.5723,0.0567079,460.6677,462.4165,32,1.0175,10,0.3180,5,75,2.3847,7513,3388,107.7266,0.091236,5725,,43,38,5,,,1.3672,2130,2437,16,2047,2640,2,83,-203,14,0,1,0,0,0,0,3108,3769,20,3182,4144,6,-74,-375,14,0,2,0,0,2,0
ESPORTSTMNT06_2754033,complete,,LFL2,2023,Spring,0,2023-01-10 20:18:41,1,13.01,100,Blue,team,,,Atletec,oe:team:e0ec1fed6e0949a0aef5f506ccb76ce,,Zilean,Rek'Sai,Riven,Senna,Kalista,1887,0,6,14,14,6,14,0,0,0,0,0,,,,0.1908,0.6359,0,0,4,0,4,0,0,0,0,0,0,,0,0,1,1,1,0,0,1,1,1,9,0,0,2,1,0,1,54048,1718.5374,,2739.5548,2575.7075,72,2.2893,32,1.0175,34,188,5.9777,46853,26228,833.9587,,45685,-0.111312,,773,159,,,29.6343,14389,18437,310,14886,18200,322,-497,237,-12,0,0,1,1,2,0,23127,29376,487,22623,28596,484,504,780,3,3,6,2,2,4,3
ESPORTSTMNT06_2754033,complete,,LFL2,2023,Spring,0,2023-01-10 20:18:41,1,13.01,200,Red,team,,,Joblife,oe:team:7380b73561abdd86c2391e9481acd4b,,Nami,Syndra,Yuumi,Renata Glasc,Caitlyn,1887,1,14,7,36,14,7,2,0,0,0,1,,,,0.4452,0.6359,1,4,0,4,0,1,0,1,0,0,2,,0,0,0,1,1,1,1,0,0,9,1,1,1,1,2,1,0,66869,2126.2003,,2912.4642,2834.3084,75,2.3847,33,1.0493,25,232,7.3768,57759,37134,1180.7313,,51070,0.111312,,798,211,,,32.0827,14886,18200,322,14389,18437,310,497,-237,12,1,2,0,0,0,1,22623,28596,484,23127,29376,487,-504,-780,-3,2,4,3,3,6,2
